age,income,credit_score,transactions_month,avg_purchase_value,days_since_last_login,tenure_months,num_products,gender,region,churn
48,28399.236761085584,592.0052082653827,28,184.30313225598042,335,1,3,Male,West,0
22,73917.57594837458,642.7721667895667,27,119.17757770597972,138,49,4,Female,North,0
52,,534.9767832192083,33,131.56734692474902,246,96,1,Female,South,1
40,35129.114758155396,637.690191689755,34,72.84306034806698,147,73,3,Female,South,0
46,17699.148295944276,766.3029116009612,37,111.21322190596159,229,29,3,Male,West,0
60,40415.57378465746,651.4620541807174,33,144.38104180834404,279,26,2,Male,West,1
28,30153.653098887524,666.1490634003078,25,57.78505064635031,124,87,4,Male,West,1
35,74630.22740204554,561.7884664379194,27,128.03380372462837,191,45,4,Female,West,1
64,65147.25634013952,606.8547014372366,25,124.03164290579225,79,107,2,Male,East,0
29,39677.74482233414,623.7362533773244,20,121.65149822349757,93,93,5,Male,East,0
26,83786.53708016463,627.7599432270636,31,,225,116,1,Female,East,1
27,64726.48230487391,739.7150656502638,29,133.37754059394086,64,102,4,Female,West,0
61,45127.529247370665,689.0383742507587,30,179.12287593425776,87,97,2,Male,West,0
34,12508.914276896401,572.1979430144078,19,80.25641937623855,87,71,3,Female,South,0
55,84364.13858886113,667.2553344902403,27,125.43698268873392,200,12,2,Male,North,0
24,29156.41299854606,684.875522394775,24,123.3786714555979,213,95,5,Female,South,1
63,25319.01879564662,,22,77.2298202497968,203,32,1,Female,East,1
30,65338.5564801446,760.6378480597862,22,158.25180008365385,88,118,5,Male,South,0
57,86596.28609508909,578.9434065720492,39,212.98693223411271,60,20,3,Female,West,1
59,70764.09227765776,593.2399742152763,36,119.31975702064676,270,119,3,Female,East,0
26,,561.9695498759769,26,140.2008435309507,93,51,3,Female,East,0
67,58921.315124979286,633.6186098625113,24,,306,81,3,Male,North,1
44,62801.23338170462,682.6450862112434,38,91.45661320371296,26,36,2,Female,North,1
19,61383.92884680148,719.1134161612372,26,,213,67,3,Female,East,0
22,54217.87135954064,644.6834283450235,28,,73,1,3,Male,East,0
46,51563.01655927814,627.6106733721609,31,64.32166476193075,60,114,2,Male,South,0
54,49061.103081507164,660.6230594574118,33,188.16408312236473,185,27,3,Female,East,0
55,38690.531166999855,591.5399968858984,27,115.39561224307043,30,117,5,Female,West,1
36,45789.87384699839,796.2677105186342,35,106.16322683811318,218,111,5,Female,South,1
25,24605.647787069218,537.4637281017359,32,155.56615299151224,11,40,4,Male,West,0
65,48524.90559807875,662.9318405227007,31,75.12995588576447,301,97,5,Female,West,0
62,35171.133392736236,791.6524353460748,28,89.3254384798179,31,84,1,Male,West,1
18,33446.160241763435,650.4759891191999,16,122.72289076994484,159,14,1,Male,East,0
39,52698.41226730218,636.6972675498954,27,161.15075965693921,236,100,1,Female,North,1
69,70880.034295169,624.9788204032701,24,140.06740180675152,226,69,2,Female,North,0
34,63774.7490900347,637.3725822766314,42,129.93300570063528,180,87,5,Male,West,1
24,26442.490945652346,746.0993932273572,35,,316,109,1,Female,East,0
42,35155.57795144494,495.1696662069345,35,136.00943422107102,45,79,4,Female,South,0
62,64111.567819823234,757.3403590907428,32,128.06611620517018,340,6,2,Male,West,0
21,35262.68909692536,550.3229993284898,39,78.80110900892257,79,33,4,Female,South,1
53,46630.50275004463,631.334336953591,32,121.84316886532605,134,55,5,Male,South,1
23,58250.78148536828,619.9528905790937,20,77.0524536432899,259,19,3,Female,East,0
48,35474.83317704547,691.1987288839504,27,123.24330171603295,307,77,4,Male,East,0
36,51580.6325921894,538.1312953681377,28,100.77408234047034,246,29,3,Male,North,0
61,29989.617576226934,682.352086625736,32,221.57526491131446,158,61,2,Female,North,0
56,40979.48534073179,791.7016736300797,28,118.40422464993152,202,70,4,Male,East,1
44,54796.72901213806,554.5778196785033,24,63.83041734953645,111,79,4,Male,West,1
27,26105.09399702496,663.2794317327277,27,114.63279157292301,291,80,2,Female,North,1
43,56607.121069405985,603.6612475542373,32,140.77434982551551,309,24,2,Female,South,0
36,49705.433016099785,679.8121044335126,28,186.93455784610094,118,23,1,Female,West,0
56,58287.34931625721,651.3403444191026,25,96.42190400245127,16,112,5,Male,South,1
20,53358.712010969924,605.0959163668983,35,56.702881039054404,330,10,4,Male,East,0
62,70462.10644960766,684.1510599409752,27,152.67348045723924,226,54,4,Male,South,1
30,51878.36753971861,776.3043676850721,27,64.77605176401396,360,105,2,Female,West,1
67,43558.91688312121,636.6367345790891,32,102.5537823397006,116,41,2,Male,East,1
45,51834.46254548425,700.3830559503727,28,109.69518057956024,42,49,5,Male,West,1
37,58149.470435545816,559.4708929490185,23,117.21466186799567,114,17,2,Female,South,0
45,50732.901054885566,583.0494536227394,22,147.5665782829734,282,113,3,Male,West,1
25,50608.87536805824,683.0684394516264,40,92.6546287085445,36,56,3,Female,East,0
58,39470.12468289867,753.8881219975176,45,109.05082991332958,301,108,3,Female,South,1
56,40056.48623673578,674.8929344149961,34,119.42918588202446,112,45,3,Female,South,1
18,28960.920923004596,628.0859378633792,38,125.98391830075153,34,30,5,Male,North,1
20,76243.65114780409,649.9503983796347,30,123.9130869883169,131,44,4,Male,North,1
30,31342.051469130725,562.4714586221198,27,137.4402310089032,335,110,3,Male,West,0
45,39606.42203306139,692.3160728448756,34,153.7535803856695,335,74,2,Female,North,0
66,39223.89101646204,711.7633143626387,42,135.70536462603872,227,55,3,Female,North,0
42,63423.86565416662,618.3536767016843,32,138.14342094036874,146,19,5,Female,North,0
50,45575.75482561958,617.0970496568349,18,56.71107333014089,121,29,2,Male,North,1
55,68716.131090106,668.6114760756434,29,122.00910796662721,80,2,3,Male,East,0
23,39897.640636341974,619.4296184771583,29,139.18030192006435,172,36,4,Male,East,0
61,54184.91243335703,645.3707169761924,44,149.157647782818,153,19,2,Male,North,1
62,37469.794201103636,796.9805252416561,30,92.30596903064823,149,7,2,Male,West,0
49,82177.23691660083,632.7082009477803,39,93.6384290044542,57,26,4,Female,East,0
62,32186.02371455731,624.9161893585144,34,97.03597298865607,62,79,2,Male,North,0
64,54647.31065340541,604.6720736055388,27,141.45655599565373,155,111,3,Female,East,0
38,59506.65321398148,702.0934380049956,37,161.35524219696833,355,38,2,Female,South,1
33,56206.986461772474,637.3143078747328,32,103.70159570833593,321,3,3,Male,East,1
38,47220.68511683438,604.5438873175002,35,156.31849254508197,167,102,4,Female,East,0
28,48052.689503998605,742.4912822591109,28,124.93919236658377,165,80,1,Male,West,1
54,50657.17207968664,749.3722103159546,28,115.02856891350255,84,66,4,Male,East,0
53,47794.96997557267,607.9703503982906,29,111.54463080728124,136,95,3,Female,West,0
52,,519.3422034047569,28,149.86445458408627,188,92,5,Male,South,0
36,83157.84502387026,720.5259582885845,24,133.0231126714828,1,71,4,Male,North,1
37,41637.623224882496,602.0759121967997,31,211.03301710590551,105,94,5,Female,West,1
35,29452.955306313834,705.3437919413938,26,85.91101428010703,363,43,5,Female,East,1
64,48675.76927473118,512.0927327601715,30,140.72406808119902,71,62,3,Female,East,1
58,88695.64006481477,712.4818136809516,43,98.83195960753949,125,71,3,Female,West,1
66,37944.88148045404,,30,85.22852052045425,169,100,1,Female,South,1
31,74586.75208166102,701.1534883346567,30,119.56531451860111,204,93,2,Female,North,0
32,75165.51221114662,650.9991147485504,26,125.49409917628144,312,24,4,Male,East,1
48,,,22,236.7269422024037,336,116,3,Male,South,0
18,58534.74618777913,621.5074580951253,33,,194,39,4,Male,North,0
20,74425.94934692807,698.0422919869691,31,,157,68,5,Female,North,1
33,44313.08388518769,657.4126117180664,34,,140,93,2,Male,East,0
40,,690.9089086330739,34,37.01439849814527,274,44,1,Female,West,0
28,41274.786290770346,,27,116.32172869582936,6,5,4,Male,East,0
29,34778.649039607,540.5030871802264,22,120.64101129180642,53,55,2,Female,East,1
27,40260.83682400989,,36,151.78401531780847,103,93,1,Male,East,1
49,31640.895998566153,657.304915626625,28,158.94488997711386,341,30,4,Female,South,0
33,50511.25202388839,587.085116617381,37,99.8572152436913,337,29,2,Female,West,1
25,38450.40153412038,556.8780461982707,37,113.97543941480268,60,26,3,Female,South,0
55,53506.788676861215,636.7615726456077,24,89.35516677557317,86,83,4,Female,East,1
29,26661.56530694559,714.5155078347121,24,74.87749780769224,257,26,2,Male,West,0
41,54963.20348321686,641.0715615735726,30,132.39579117522538,177,37,1,Male,North,0
45,62502.93442413387,755.7808451173144,24,69.05657805613603,241,91,2,Female,West,1
25,20093.96536142817,548.4177016963908,31,103.41492397712548,202,94,3,Female,East,1
45,55610.848547713584,,33,,30,115,4,Female,West,1
53,68415.03488709938,562.3324588910816,40,141.98732745161038,288,53,4,Male,North,1
43,31855.38471963192,675.4542317837478,26,192.05720397065951,79,30,4,Female,North,1
25,75088.58580256555,712.082117306811,34,67.93648068786675,10,3,3,Female,West,0
67,56285.285140490676,620.5466744423263,27,45.87926068409723,253,43,1,Male,North,0
45,39424.82216362387,467.7050300361006,31,115.0045245859973,286,7,4,Female,South,0
45,49163.46383513441,663.9263702757546,24,120.62791183831034,175,49,1,Female,West,1
54,58374.903687825834,680.5716986213457,34,128.74637227029191,125,73,2,Male,North,1
58,51140.080871186176,678.3006328473189,24,102.1471793906262,46,117,1,Female,North,0
53,58081.33988669554,736.5047534275508,32,111.97442804698272,205,41,1,Female,West,0
44,36189.89610380951,575.0262424245666,30,134.70041642162408,106,106,4,Male,South,0
34,52540.41236054117,697.6151273815315,27,161.61723570579355,274,77,5,Female,West,0
26,28794.282546425296,733.4755258734582,25,41.79804918726869,336,79,5,Male,North,1
50,254852.4782908424,525.4988691195438,24,105.24242243874151,122,54,3,Female,West,0
37,36441.38537802815,672.3756278143284,29,128.55235175764253,133,69,3,Female,North,1
30,38967.050861153504,614.707411829463,29,83.28095581557056,106,93,5,Female,East,0
45,68541.39762815656,644.2934128828848,31,189.246785270692,304,99,2,Female,West,1
65,66369.65180891403,674.3373538476835,40,94.58360479085052,328,91,4,Female,West,1
46,59137.071813607654,615.8940005120513,30,118.34829251970869,49,27,4,Male,North,1
30,33615.308529911315,602.7004344586871,34,142.24088387369164,336,8,2,Female,North,1
63,45253.87325457797,652.3906692241617,30,96.34860844792422,94,32,2,Female,North,0
52,68196.46549968775,573.8927842796038,39,46.13707808782331,267,84,5,Male,North,0
23,52125.753704598574,573.992240978037,31,102.85381892333866,22,64,3,Male,West,0
35,84789.94309972541,697.5561298069553,30,161.1776222370816,53,10,2,Female,North,1
68,55899.76759091558,,32,106.52419492859445,253,13,3,Male,West,0
22,52880.73674735047,696.6418750636449,30,86.14262794164085,234,63,1,Female,South,0
64,45363.25303696248,682.3813904997766,20,157.02688838010886,58,93,4,Male,West,0
42,52003.11357173423,529.1935289846582,36,106.7690041590779,163,35,5,Male,North,1
19,,602.5704743365042,24,99.59356745399131,258,61,4,Female,North,1
27,,733.5876582133161,35,125.97824358653239,313,54,5,Male,South,1
47,64350.53475191876,581.3184128202223,31,150.8300083847515,215,8,1,Female,West,0
67,38210.158092380756,617.4917016383429,15,215.26854126930183,182,29,4,Male,South,0
62,30031.50569663333,682.3442625276327,36,153.0894443062969,56,95,1,Male,West,0
22,22456.919403450553,704.8373356497817,17,166.39359865553376,144,41,5,Male,North,1
50,57619.86990368816,,36,99.76135204048579,89,30,2,Female,West,0
18,33449.50090739189,608.1742863715851,29,78.96527576122095,310,86,4,Female,North,1
35,17706.64110571276,749.5658903188955,29,122.49325398476492,44,21,1,Male,North,1
49,,771.7229764658305,31,124.28679661038385,256,76,4,Female,East,1
64,87394.99276149186,718.5200635547257,27,76.8594903454161,20,11,4,Female,East,1
66,49908.9363269016,655.9722699795517,28,112.98821880383949,20,2,4,Female,West,0
28,62577.36161677463,593.4213994851351,32,135.97270406876524,51,50,3,Male,North,0
38,,591.8688915410404,26,134.4157358007232,337,41,1,Female,South,1
43,48516.65520213286,686.575987368603,29,140.1715141353709,170,66,1,Male,North,0
42,63786.14724481653,679.2878754622078,34,131.6385892054977,66,98,4,Male,South,1
39,45645.88183717023,748.1119015062501,27,99.71965362919777,112,3,2,Male,West,0
44,54010.88471107854,695.5315064775298,19,99.44397493404628,299,80,4,Male,West,0
66,54825.467092940205,544.7843788768128,39,72.04194408024496,159,51,3,Male,South,1
30,39978.64319535427,,31,191.3910015674038,265,68,5,Female,South,1
50,64880.635243047844,580.1357560879911,27,120.53801458477172,319,87,3,Female,North,1
51,47375.60364956887,623.1220109633354,31,111.00587776820592,231,114,2,Male,West,1
58,38663.82260760733,667.5140144376186,22,82.84831674190164,324,84,4,Female,North,0
52,58047.64765355605,789.6967242848775,45,237.42631609311113,67,25,1,Female,South,1
18,36522.98027313444,867.6942989203752,32,77.06687871108417,27,30,4,Female,East,0
38,50422.717360536924,692.4706141395328,31,102.84608297575707,115,82,2,Female,East,1
65,49863.21505033695,637.1762366895729,31,136.63347345144243,50,106,1,Female,East,0
23,66288.43348747367,687.4153953936385,28,144.00851862977112,180,11,3,Female,South,1
45,57120.47349319929,712.1358798111685,32,158.31728220862738,259,93,5,Female,North,0
34,49624.595618822845,627.5532662109965,32,192.30434031077053,78,17,5,Male,West,0
22,,775.6647949138626,27,140.2463062184285,272,26,4,Male,South,0
48,70853.1132352597,666.1049531433981,39,77.7587680013333,107,23,3,Male,East,1
22,58367.154595277934,684.8420162363976,33,109.72219499512875,73,56,2,Female,North,1
55,50155.28929765071,,24,132.3132949005554,174,52,5,Female,West,1
20,30322.456514747606,679.5110627430118,30,202.72904166023295,183,48,3,Male,West,1
40,,708.7258350328729,32,64.08778086302812,22,20,4,Female,South,0
54,45421.629434679984,606.7922769417154,27,168.1030602090091,273,109,1,Female,South,0
54,40857.31696761075,610.9188772237778,25,127.19657478185667,128,2,4,Male,West,0
27,47195.43045521831,572.9892036919814,25,153.51322140917924,290,88,4,Male,West,1
27,50849.74887345661,680.7650861434158,29,115.92021133456272,319,31,3,Male,East,0
36,57945.391315350964,704.525555245848,29,86.30269479494694,185,27,5,Female,West,0
34,48942.518329113635,682.044100630632,38,150.03491117605327,58,2,3,Female,South,1
38,57297.52465739303,767.2144703343276,31,146.17724108422485,0,78,1,Female,North,1
31,50967.1162221518,649.6082786819668,28,158.88227862958888,130,4,3,Male,East,0
26,20368.00150469193,696.8119158914759,33,119.4678145848546,66,113,2,Male,East,1
63,35909.96909271869,573.580938670248,41,96.00711906720602,292,13,4,Female,West,1
18,47838.686664175766,622.9030208267919,27,57.64852019904634,284,100,5,Male,North,1
68,31854.578857383385,698.6876430296044,25,152.77493072557627,88,35,1,Male,East,1
62,58998.93094994307,709.4371477520201,34,136.95557929775944,99,108,4,Female,South,0
30,72961.26248515546,629.4223136635072,28,81.36869468544162,188,118,3,Male,West,0
21,68281.42777545974,644.9880523699353,32,98.45705306813502,345,119,2,Male,South,0
18,46798.35693604688,543.7488377323433,35,101.32964752194238,240,72,3,Male,West,0
66,72360.89205274929,625.0079559435374,37,60.680622720703276,269,66,4,Female,East,0
57,254852.4782908424,712.326821446385,42,87.29270413579465,218,6,1,Female,West,1
49,44943.71043322941,690.2643511274597,27,74.64678572774584,175,31,5,Male,North,0
51,40798.960046885906,685.0466004966847,28,103.50083952448253,340,118,4,Female,South,0
45,45462.95470267808,653.4841581026672,29,90.4521000668175,232,10,1,Female,North,1
48,44177.34772188157,650.4944211039724,25,54.91980316533005,150,108,4,Female,South,1
25,52556.243335632316,603.7775202368587,27,200.90360922277927,276,21,2,Male,South,1
56,,698.9179894141774,24,170.10162924116923,228,106,3,Female,West,0
43,50045.69030230122,679.4681061072573,28,88.83922313920058,170,74,5,Male,East,1
51,56554.072546195246,684.441319359496,31,130.8968558661444,222,23,1,Male,East,1
20,67859.69412179512,613.1775610132694,23,136.6986035928518,212,3,5,Female,North,1
67,64243.312031619855,499.26599560901286,33,167.64343419093908,281,32,5,Male,West,0
29,254852.4782908424,726.8006898227587,33,87.25579893359685,40,20,5,Female,East,1
18,,616.4813780794117,30,163.68427135929704,121,74,1,Female,South,1
61,254852.4782908424,589.6056965169815,33,98.08378783172259,226,29,1,Male,South,0
22,29496.819523768685,698.5435238339795,30,66.56550383325546,293,105,5,Male,West,1
47,46628.518971609745,622.5591152056609,34,148.9654623725799,87,52,3,Female,North,0
47,32448.304609109608,724.1955468832635,29,171.63033696489714,266,115,4,Female,West,0
34,22970.293436299704,693.1904164703689,28,223.5163589412274,28,46,5,Female,North,1
65,58121.94092307182,697.8498526240335,33,72.01098939639147,246,34,2,Female,West,0
64,61387.327404539705,554.3831002159626,37,147.95678740323154,315,101,5,Male,South,1
40,41352.34398909921,734.836078977048,20,,243,84,1,Male,West,1
32,,668.28753718637,29,,60,61,4,Male,East,1
54,41806.33327621276,624.1506002527658,25,61.18041795074998,146,72,2,Female,East,1
38,55877.060081038195,,31,69.48920897205744,173,71,4,Male,West,0
31,27816.32646838807,525.6635336971176,26,88.96500707334064,277,70,4,Male,North,1
19,52750.39879668733,678.605696803647,37,123.15856182672339,333,11,2,Male,North,1
28,49770.35226240507,577.943994427255,24,94.35674933846579,141,108,5,Male,South,1
68,58689.37249401632,555.3130799909526,27,146.36217375653678,43,82,5,Female,South,0
56,51793.705526212296,543.4348569647476,29,161.07578473031657,143,115,5,Male,North,0
55,35403.96588677667,,24,,352,106,3,Male,West,1
51,67948.57252496737,605.9515624415048,41,184.75150558643472,332,93,5,Male,South,0
55,47622.05640459545,757.3609396941549,29,136.6330651782137,54,89,2,Male,North,0
67,49590.43190735102,612.4938975863391,21,71.32413158639332,306,63,3,Female,North,1
51,36000.98061390206,530.4849429684937,26,174.5350605415336,357,21,5,Female,West,1
35,43350.766232127346,571.8432892035938,16,95.7937505757601,160,110,3,Male,East,1
47,36727.95928959649,736.5068134004857,35,156.4167399874228,284,3,2,Female,North,1
32,47405.809101148654,639.0871275444333,29,182.94936866220425,324,82,5,Female,South,1
44,75675.62720213515,611.619889245658,29,138.26752042921598,197,88,1,Female,West,0
68,29421.482856029656,661.2012758096952,35,60.15364747341401,158,111,2,Female,West,1
51,25796.579031848883,685.1247915317282,29,83.27151333960833,79,102,4,Male,West,1
69,72067.55491240413,728.2179171131722,30,172.90977867540542,30,10,4,Female,East,1
55,46860.14484272201,751.3949460925048,27,113.23509257428735,111,27,2,Female,East,1
50,39963.908920101254,624.816194794764,30,123.18294139768663,45,12,4,Male,South,1
41,65598.57031094114,557.1766619742573,23,150.35297664654436,352,7,2,Male,South,0
32,40915.766903947035,621.0574387213707,26,147.85291448321294,204,17,1,Male,West,1
47,77390.14570320403,668.219635460802,21,131.15199249541843,51,65,2,Male,South,0
59,60168.88807008904,582.5368751652572,29,111.65326515118137,137,64,5,Female,North,1
68,42681.32887781446,582.999435957347,26,107.4932621707057,73,114,5,Male,East,1
34,82359.62319898256,674.065151708492,21,154.31595301165373,40,26,3,Female,West,1
22,40914.27615494993,646.5943353900684,27,142.14278124271172,76,15,4,Female,West,0
46,61131.430580139604,652.295789678811,39,109.70799997528842,186,115,4,Male,North,1
21,54489.38870609738,596.9053265709952,21,163.28449251972563,51,33,2,Male,North,1
27,69526.11934098197,633.8719500055963,44,114.83863539480865,86,62,4,Female,North,1
34,73422.66795090279,585.3036799012186,29,85.93351302662427,108,101,5,Female,North,1
27,50480.0622359865,712.3138887787351,26,89.6411720438662,224,47,1,Male,West,1
34,38698.73194480725,722.4674534306627,30,80.85036654760935,247,95,2,Male,East,1
37,56899.582144086744,520.7668496433334,37,109.10359933585251,68,35,4,Male,East,1
41,39834.26945371841,,32,169.34897113344772,119,65,5,Female,North,0
22,80200.80871289935,545.2429521436944,31,87.79619275877965,66,72,3,Female,South,1
51,52048.02996624106,604.4983245915171,32,127.53903044072412,60,76,4,Male,West,1
23,44520.17673031837,644.1593421146747,35,93.73242617490348,326,118,1,Female,East,1
19,52770.204587973625,548.5248346211029,28,109.5876383491425,190,83,1,Male,North,0
30,29793.10565705455,,29,59.598351520589915,188,25,4,Female,South,0
60,,579.7229839542952,30,111.1784708337385,150,57,4,Female,South,1
60,68006.20861916638,664.5087130579261,31,112.25178480780151,285,32,5,Male,North,0
65,40146.58581542906,654.8541035925375,36,,95,63,4,Male,West,1
28,34296.3352597709,599.4783712663923,25,128.93123653021482,311,12,3,Male,East,1
68,58049.79128790929,662.3774610497578,26,72.06431500191819,308,63,5,Female,South,0
64,67785.56231994496,611.7323940788914,32,163.36792976174172,262,77,2,Female,East,1
40,60784.299659976,630.9841422771763,29,,96,92,3,Male,East,0
33,64940.715287087245,767.1416463208976,31,127.93574068709947,112,1,5,Female,South,0
48,38648.073671458085,743.8322736253243,23,119.63270586459444,124,51,5,Male,North,0
28,28672.839998872343,559.0293134150681,37,99.28970211111121,131,70,1,Female,South,1
33,72520.0047793323,708.0812692515423,34,128.71209358994903,120,8,5,Male,South,1
25,45159.802417367966,706.7977588144114,21,139.0235374371433,196,68,3,Female,West,1
21,46237.50475317429,569.6215697873167,28,50.1241723461778,293,5,4,Female,East,1
57,69922.91212773586,707.3144350628403,43,98.44956650615617,121,89,3,Female,North,1
21,58343.4501410099,,27,109.80212118385643,281,86,2,Female,East,1
42,56838.31658122411,571.4218635628911,45,130.24682422777113,259,92,5,Male,South,1
20,82475.03517351625,585.7748025290016,27,167.73244023708503,38,39,5,Female,North,0
49,40347.22654429785,721.2363026790451,33,89.1303674161287,53,23,5,Male,North,1
20,63917.60192121856,669.0046717577953,34,100.08152612728632,160,68,5,Male,North,1
44,50855.19687345627,688.6033392667666,18,99.49863557413799,288,52,1,Male,North,1
46,54028.88418294885,673.8412451480348,28,87.93889639581835,199,4,1,Male,West,0
49,72927.02639618798,677.34871446497,30,106.1125401955095,275,47,4,Female,North,0
67,57617.53634434436,557.1469510182242,24,150.83208879951886,15,21,5,Male,South,0
68,58074.441185744494,723.3122394635013,29,77.84658018542618,172,101,2,Female,West,1
36,66087.61005964704,731.8712994699441,33,137.11257580611613,247,56,4,Female,South,0
38,44525.70905685672,633.942647915238,32,51.92391079926658,217,105,5,Female,South,0
22,37411.85498991491,646.9566135130297,33,97.54648014231176,86,66,1,Female,East,1
35,34327.862089684495,542.8224748210995,31,106.82042799128055,81,59,2,Male,North,1
45,20504.65115935997,685.9978329212485,25,186.99438691656258,61,7,4,Female,North,1
59,80843.10694910484,690.0440209199901,29,109.00790780989249,286,49,2,Male,South,0
39,33451.87451417475,645.6466288100482,20,31.95026106196326,41,16,5,Female,North,1
38,46681.19564621342,728.7047351909351,27,40.04444372555001,11,17,3,Female,West,1
23,45847.80050166619,626.6145938314041,31,121.36118345386724,320,84,2,Male,East,1
18,54611.10046713651,689.522414812552,26,144.55083423159635,233,87,2,Female,North,1
22,62236.05818808945,578.6234962915519,25,135.01823430509012,328,98,1,Female,North,1
58,62907.10232539618,648.3513494388034,33,126.70280423203961,130,75,5,Female,West,1
29,41253.83842146592,637.7952019468015,28,166.49038390022667,114,34,2,Female,East,0
43,47493.174293203825,665.7715545428659,35,98.41635117051473,217,33,5,Female,West,1
63,54238.69925732449,624.1331149816649,20,155.796422241073,136,26,1,Male,South,0
51,46269.633107246795,640.7969183029833,26,54.7194045989433,105,66,5,Female,South,0
66,74110.18364029989,707.8233020009054,36,83.80208668247735,178,63,1,Female,North,1
31,57364.62427457377,,33,47.71834420272735,15,87,1,Male,East,0
43,61023.16679074726,537.5396029482924,19,109.00618797320831,241,41,4,Female,South,0
62,59943.21903001119,772.4708732943794,27,118.1495513093463,333,86,5,Male,West,0
44,67602.10786227987,746.7017855083341,35,124.5640596890608,225,58,3,Female,South,1
26,52715.3233805556,559.5416113426068,36,122.47533411548541,241,98,4,Female,South,0
43,30547.5207806623,698.2795463671636,29,82.89786676753087,140,79,1,Male,West,0
64,55995.31927628962,614.791766061406,25,112.39036622347137,198,10,3,Female,North,0
39,40229.64659312257,668.4441050731741,23,60.102133255770056,111,15,2,Female,East,0
64,,670.5956890309445,31,174.52915900529,126,42,2,Male,North,1
47,58795.4602813264,633.5914539778574,30,,20,93,4,Male,West,1
60,68574.24607150453,595.1364034089522,31,100.44455523825235,146,57,3,Female,South,0
65,50319.073651040926,601.6621263378619,31,183.55761313776333,88,87,5,Male,East,1
34,54632.49518898446,585.866565916313,30,70.31013865803084,302,17,3,Female,North,1
43,75533.22416952858,591.7724454238688,25,74.97651543872124,202,60,4,Male,West,0
53,53611.297692328524,645.2975196965451,27,76.1511870052574,84,9,5,Female,South,1
18,89025.24671270592,599.8968007622474,30,117.28514473202073,166,114,5,Male,South,1
25,58482.64468447316,697.7436445998834,26,137.2652651855039,71,36,2,Male,North,0
66,23588.558612662735,754.1072308735149,37,149.58701872471335,297,73,3,Male,West,0
52,61300.12431656799,609.396273104097,22,222.87981269979875,8,80,5,Male,South,1
69,55717.37577324166,666.7583150374765,35,30.022701831969442,280,36,4,Male,South,1
32,69346.29131124119,684.9779577212054,22,144.3494235649767,257,48,2,Male,East,1
64,60097.72026904937,683.0401589643492,36,97.71477709711075,274,51,5,Male,South,1
39,47923.16024024339,655.3168687541261,32,96.54339404444906,237,97,3,Male,North,0
31,31635.526455659514,701.9877692851805,30,95.2091148698449,19,119,2,Male,West,0
43,46864.65114070962,683.757426687646,32,83.64921316768107,232,95,3,Female,West,0
45,37242.1931868605,563.3636304370891,29,187.38099338413807,220,70,3,Male,East,0
40,41292.14825292916,710.8409245072492,31,153.6918930805561,325,74,3,Female,West,0
31,58828.67606630914,712.110358608672,33,120.927839142295,16,80,2,Male,North,1
41,75048.56756527109,596.5699727074993,24,174.04063009948,88,68,5,Female,South,1
19,55920.07294734471,652.6556484813322,30,,195,118,1,Female,East,0
62,32061.754069472234,697.8330294967749,22,66.77179474676295,349,22,5,Male,West,0
43,56669.040023302114,635.3480326294447,32,,83,77,2,Male,East,0
31,67949.47229968477,725.1084633436208,22,92.0234183950685,86,80,1,Female,East,1
68,40853.25643520927,815.4710746233552,26,126.46794106819011,306,116,1,Female,West,1
24,47989.742499906235,594.9809777155513,26,124.11434311729336,337,93,1,Male,East,1
20,50220.32292093796,553.3268777792357,41,125.97367644239522,153,6,4,Male,West,0
64,38226.5253037664,671.2673016923413,36,63.557726757356725,227,26,2,Male,North,0
40,,700.5093753588301,22,152.1261897045609,263,75,4,Female,West,0
63,48185.77777088327,633.8393538308662,26,129.5851007295599,222,88,1,Male,South,0
60,56292.98665860542,751.7282464324724,26,149.32217125863994,120,93,4,Male,West,0
64,36687.6173329685,556.2975940193726,40,44.28951289639792,172,3,4,Male,South,1
62,43438.125495148844,698.5043036122128,33,132.4596343519116,3,52,2,Male,East,0
35,60835.72036741657,607.5897425468775,49,72.48939040329893,341,74,3,Male,West,1
55,44407.502718623495,770.3564534345107,36,104.10706989794552,127,60,4,Female,South,1
