Brand,Processor,RAM_GB,Storage_GB,Operating_System,GPU,Rating,Price_USD
Apple,AMD Ryzen 7,32,128,Windows 10,NVIDIA RTX 3050,3.9,2265.9
Apple,AMD Ryzen 3,8,256,macOS,Integrated,4.9,1515.91
Apple,Intel i3,8,128,Windows 10,NVIDIA GTX 1650,4.0,1311.22
Apple,Intel i7,32,128,Windows 10,AMD Radeon,3.8,1987.94
HP,AMD Ryzen 3,4,1024,macOS,NVIDIA GTX 1650,3.1,1881.58
Dell,AMD Ryzen 5,16,1024,Windows 10,AMD Radeon,4.6,1758.49
HP,AMD Ryzen 3,16,512,macOS,AMD Radeon,4.8,1291.33
Lenovo,Intel i7,16,512,Windows 10,Integrated,4.0,1299.39
Apple,Intel i5,32,512,Windows 10,AMD Radeon,3.4,2136.69
Asus,AMD Ryzen 7,32,256,Windows 11,Integrated,3.4,1505.86
Acer,Intel i3,16,256,Windows 11,NVIDIA RTX 3050,3.7,1320.43
Apple,Intel i7,4,256,macOS,NVIDIA GTX 1650,4.9,1636.34
Dell,Intel i5,4,256,Windows 10,AMD Radeon,4.9,704.18
MSI,Intel i5,32,512,Windows 10,AMD Radeon,3.1,1629.37
Lenovo,Intel i7,8,1024,Windows 11,Integrated,4.8,1537.27
Lenovo,AMD Ryzen 3,16,256,Windows 10,NVIDIA GTX 1650,4.6,1140.13
Apple,Intel i5,32,512,Windows 11,NVIDIA GTX 1650,4.6,2145.48
MSI,AMD Ryzen 7,16,1024,macOS,NVIDIA RTX 3050,4.0,2500.21
HP,AMD Ryzen 5,8,1024,Windows 10,NVIDIA RTX 3050,4.6,1828.54
Lenovo,Intel i5,16,512,Windows 10,NVIDIA RTX 3050,3.3,1521.48
Lenovo,Intel i5,32,128,macOS,NVIDIA RTX 3050,3.1,1973.86
Lenovo,Intel i7,32,1024,macOS,NVIDIA GTX 1650,3.3,2481.81
Asus,Intel i7,4,512,Windows 10,AMD Radeon,4.1,1135.61
Asus,AMD Ryzen 7,4,128,Windows 10,NVIDIA RTX 3050,3.2,1065.67
Apple,Intel i5,4,256,Windows 10,Integrated,3.9,1223.18
Dell,Intel i3,8,1024,Windows 10,Integrated,4.6,1189.2
Apple,AMD Ryzen 7,4,1024,Windows 10,NVIDIA RTX 3050,5.0,2193.14
HP,AMD Ryzen 7,4,512,Windows 11,AMD Radeon,3.2,1069.43
Asus,Intel i3,32,512,macOS,AMD Radeon,4.0,1782.5
Dell,AMD Ryzen 3,8,128,Windows 11,AMD Radeon,4.9,597.59
Apple,AMD Ryzen 7,4,128,Windows 10,Integrated,3.1,1057.79
HP,AMD Ryzen 5,8,512,macOS,AMD Radeon,3.1,1397.65
HP,Intel i3,16,512,macOS,NVIDIA RTX 3050,3.6,1718.03
Acer,AMD Ryzen 3,32,128,Windows 10,NVIDIA RTX 3050,4.5,1505.82
Apple,AMD Ryzen 7,16,256,macOS,AMD Radeon,3.8,1944.88
Lenovo,AMD Ryzen 3,4,256,Windows 10,Integrated,4.4,626.02
HP,Intel i7,32,1024,Windows 11,Integrated,4.2,2119.15
Asus,Intel i7,32,128,Windows 11,AMD Radeon,3.3,1460.18
MSI,AMD Ryzen 7,4,256,Windows 10,Integrated,3.8,752.93
MSI,Intel i7,16,512,Windows 11,Integrated,4.2,1284.36
MSI,Intel i3,4,128,macOS,NVIDIA RTX 3050,3.6,1062.15
MSI,Intel i5,32,1024,macOS,NVIDIA GTX 1650,3.7,2622.91
Acer,AMD Ryzen 5,4,512,Windows 10,NVIDIA GTX 1650,4.0,1146.77
Asus,AMD Ryzen 5,8,128,Windows 10,AMD Radeon,4.0,672.69
Dell,Intel i5,8,128,Windows 11,NVIDIA RTX 3050,3.6,1100.44
MSI,AMD Ryzen 5,16,128,macOS,NVIDIA GTX 1650,4.4,1461.63
Asus,AMD Ryzen 5,32,128,macOS,NVIDIA GTX 1650,4.3,1849.12
Apple,Intel i7,8,128,Windows 11,Integrated,4.6,1118.23
Lenovo,Intel i3,32,256,macOS,Integrated,4.1,1561.89
Asus,Intel i5,8,128,Windows 10,Integrated,4.2,693.15
HP,AMD Ryzen 7,32,128,macOS,NVIDIA RTX 3050,4.4,2108.48
HP,AMD Ryzen 3,32,1024,Windows 10,Integrated,4.2,1990.35
Asus,Intel i3,4,128,Windows 11,AMD Radeon,3.5,552.06
Acer,AMD Ryzen 5,32,512,Windows 11,NVIDIA RTX 3050,4.4,1814.95
Acer,AMD Ryzen 3,8,128,Windows 11,Integrated,3.6,627.61
Acer,Intel i7,16,128,Windows 10,NVIDIA GTX 1650,4.7,1235.34
Acer,AMD Ryzen 3,4,256,Windows 10,AMD Radeon,4.0,640.45
MSI,AMD Ryzen 5,16,128,Windows 11,NVIDIA GTX 1650,4.6,1167.3
MSI,Intel i3,16,256,macOS,Integrated,3.4,1199.18
Asus,Intel i5,16,256,macOS,NVIDIA GTX 1650,3.3,1591.22
Lenovo,AMD Ryzen 7,32,1024,Windows 10,NVIDIA RTX 3050,3.8,2470.0
Apple,Intel i3,32,512,Windows 10,AMD Radeon,4.8,1892.78
MSI,AMD Ryzen 7,4,512,Windows 11,AMD Radeon,3.8,1022.33
MSI,AMD Ryzen 7,32,512,Windows 11,AMD Radeon,4.2,1745.91
Lenovo,Intel i5,4,512,Windows 10,Integrated,4.7,907.05
Apple,Intel i5,16,256,Windows 10,NVIDIA GTX 1650,3.7,1721.0
Dell,AMD Ryzen 7,32,512,Windows 11,NVIDIA RTX 3050,3.2,2133.84
Apple,AMD Ryzen 5,8,512,Windows 11,AMD Radeon,3.7,1413.46
MSI,AMD Ryzen 7,16,1024,macOS,AMD Radeon,3.6,2116.54
Acer,Intel i3,4,512,Windows 11,AMD Radeon,4.2,853.81
Lenovo,AMD Ryzen 7,4,1024,macOS,NVIDIA RTX 3050,4.9,2064.58
MSI,Intel i3,16,512,Windows 11,Integrated,4.3,1106.44
MSI,AMD Ryzen 3,4,128,macOS,NVIDIA RTX 3050,4.0,1045.0
Acer,AMD Ryzen 5,16,512,Windows 10,AMD Radeon,4.5,1079.79
MSI,Intel i5,8,256,Windows 11,NVIDIA GTX 1650,3.1,1060.25
Asus,Intel i7,8,512,Windows 10,Integrated,3.3,1173.65
Acer,AMD Ryzen 7,32,128,Windows 10,Integrated,3.1,1466.56
Acer,Intel i5,8,256,macOS,Integrated,3.1,1029.24
Acer,Intel i3,8,256,macOS,NVIDIA GTX 1650,3.9,1285.53
Apple,AMD Ryzen 5,32,128,Windows 10,Integrated,4.6,1741.74
Acer,Intel i5,8,1024,Windows 10,NVIDIA RTX 3050,3.9,1833.55
Acer,Intel i5,8,256,Windows 10,NVIDIA RTX 3050,4.7,1092.69
Acer,AMD Ryzen 3,32,1024,macOS,Integrated,4.1,2304.04
HP,Intel i3,16,1024,Windows 11,AMD Radeon,3.6,1514.21
HP,AMD Ryzen 5,8,512,Windows 11,Integrated,4.4,1050.6
Asus,AMD Ryzen 3,4,256,macOS,NVIDIA RTX 3050,4.5,1260.33
Dell,AMD Ryzen 3,8,128,macOS,AMD Radeon,4.8,883.05
HP,Intel i5,32,1024,Windows 10,Integrated,3.2,2040.83
Apple,AMD Ryzen 5,4,128,macOS,NVIDIA RTX 3050,4.6,1675.76
Apple,Intel i7,8,256,Windows 11,NVIDIA GTX 1650,3.1,1587.08
MSI,Intel i5,8,512,Windows 11,NVIDIA GTX 1650,4.6,1241.58
HP,Intel i7,4,128,Windows 11,NVIDIA GTX 1650,4.7,1021.1
MSI,AMD Ryzen 3,8,512,macOS,NVIDIA GTX 1650,3.7,1329.82
MSI,Intel i7,8,512,Windows 10,NVIDIA RTX 3050,3.4,1400.36
Apple,AMD Ryzen 7,4,256,macOS,AMD Radeon,4.6,1574.59
Dell,AMD Ryzen 7,32,256,macOS,NVIDIA GTX 1650,3.6,2181.67
Apple,Intel i3,16,256,Windows 11,NVIDIA RTX 3050,4.3,1618.38
Acer,Intel i3,16,128,macOS,Integrated,4.7,1200.15
Asus,Intel i7,4,256,Windows 11,AMD Radeon,3.2,855.49
Dell,Intel i3,16,512,macOS,AMD Radeon,4.2,1504.02
Asus,Intel i5,8,128,Windows 11,NVIDIA GTX 1650,3.9,1075.55
HP,AMD Ryzen 5,4,128,Windows 11,NVIDIA GTX 1650,4.5,908.92
Asus,Intel i3,8,512,Windows 10,NVIDIA GTX 1650,3.2,1014.76
MSI,Intel i5,4,512,macOS,AMD Radeon,4.9,1125.12
Dell,AMD Ryzen 3,4,512,macOS,Integrated,4.4,1206.58
MSI,AMD Ryzen 7,16,1024,Windows 11,Integrated,3.7,1770.29
MSI,Intel i7,16,128,Windows 11,Integrated,4.9,1141.04
MSI,Intel i3,4,128,Windows 11,AMD Radeon,4.3,538.47
MSI,Intel i5,16,256,Windows 11,NVIDIA GTX 1650,4.6,1182.2
HP,Intel i7,16,512,Windows 11,NVIDIA RTX 3050,4.3,1636.33
Dell,AMD Ryzen 7,16,1024,Windows 10,AMD Radeon,3.9,1729.85
Asus,Intel i5,16,128,macOS,Integrated,4.4,1289.42
Apple,Intel i5,4,512,Windows 11,Integrated,4.2,1314.29
Acer,AMD Ryzen 7,32,128,Windows 10,AMD Radeon,4.8,1348.64
HP,Intel i3,32,256,Windows 10,AMD Radeon,4.9,1354.5
Acer,Intel i5,16,128,Windows 11,Integrated,4.8,891.86
HP,AMD Ryzen 3,4,128,Windows 11,Integrated,3.7,446.95
HP,Intel i7,32,1024,macOS,NVIDIA RTX 3050,3.1,2858.59
Acer,Intel i7,16,1024,Windows 10,NVIDIA RTX 3050,4.5,2058.47
HP,AMD Ryzen 7,32,128,Windows 11,AMD Radeon,4.0,1511.43
HP,Intel i3,8,512,Windows 10,AMD Radeon,4.5,869.02
Lenovo,Intel i3,16,256,macOS,AMD Radeon,4.6,1284.82
Acer,AMD Ryzen 7,16,256,Windows 11,AMD Radeon,4.6,1129.85
Dell,Intel i3,8,256,Windows 11,AMD Radeon,4.5,786.83
Asus,AMD Ryzen 7,32,1024,macOS,Integrated,3.4,2486.42
Dell,Intel i5,4,128,macOS,NVIDIA RTX 3050,4.9,1183.25
Acer,Intel i5,16,256,Windows 11,AMD Radeon,4.0,1059.28
Acer,AMD Ryzen 7,32,256,Windows 11,AMD Radeon,3.2,1626.01
Asus,AMD Ryzen 3,32,256,Windows 11,Integrated,3.7,1224.61
Asus,Intel i5,32,1024,macOS,NVIDIA GTX 1650,4.2,2450.43
Asus,Intel i5,32,1024,Windows 11,AMD Radeon,3.6,2071.17
Acer,AMD Ryzen 3,8,256,macOS,NVIDIA GTX 1650,4.2,1259.81
Lenovo,Intel i7,8,1024,macOS,Integrated,3.2,1909.52
Lenovo,Intel i7,8,128,macOS,Integrated,4.1,1184.51
MSI,Intel i7,4,256,Windows 10,NVIDIA GTX 1650,3.1,1102.06
HP,AMD Ryzen 5,16,512,Windows 11,NVIDIA RTX 3050,4.4,1418.85
Asus,AMD Ryzen 7,32,512,Windows 11,NVIDIA GTX 1650,3.1,1913.98
Apple,Intel i7,4,1024,macOS,AMD Radeon,3.3,2196.43
HP,Intel i5,4,256,Windows 10,AMD Radeon,4.2,692.23
Acer,Intel i7,16,512,Windows 10,NVIDIA RTX 3050,3.5,1703.36
HP,Intel i5,16,1024,Windows 10,AMD Radeon,3.4,1630.06
Acer,Intel i5,32,128,Windows 11,AMD Radeon,3.9,1390.42
Acer,AMD Ryzen 7,4,1024,Windows 11,NVIDIA GTX 1650,4.9,1669.55
Dell,Intel i5,8,256,Windows 11,Integrated,3.9,916.29
Asus,Intel i5,16,256,Windows 11,NVIDIA GTX 1650,4.1,1246.84
HP,AMD Ryzen 5,32,256,Windows 10,Integrated,3.5,1582.65
Dell,Intel i7,8,1024,Windows 10,AMD Radeon,4.7,1515.57
Apple,Intel i3,32,256,Windows 11,NVIDIA GTX 1650,3.9,1859.06
MSI,Intel i5,4,1024,Windows 11,NVIDIA RTX 3050,3.2,1663.27
Acer,Intel i5,8,512,Windows 10,Integrated,3.1,1016.17
Lenovo,Intel i7,8,128,Windows 11,NVIDIA GTX 1650,3.7,1001.5
Asus,AMD Ryzen 5,8,512,Windows 10,NVIDIA RTX 3050,4.7,1335.73
HP,AMD Ryzen 3,4,512,Windows 10,AMD Radeon,4.0,843.91
Apple,Intel i7,8,512,macOS,NVIDIA GTX 1650,3.3,2124.12
Asus,Intel i5,4,128,Windows 11,Integrated,4.1,572.63
Lenovo,Intel i5,8,512,Windows 11,NVIDIA RTX 3050,4.5,1307.51
HP,AMD Ryzen 5,4,256,Windows 11,NVIDIA RTX 3050,4.4,1064.11
MSI,AMD Ryzen 7,32,128,macOS,Integrated,4.1,1805.63
Lenovo,Intel i5,32,128,Windows 10,Integrated,3.6,1346.16
MSI,AMD Ryzen 3,32,512,macOS,NVIDIA RTX 3050,3.4,2200.48
Acer,AMD Ryzen 7,4,1024,macOS,AMD Radeon,4.2,1762.23
Acer,AMD Ryzen 5,4,512,macOS,AMD Radeon,3.4,1241.16
Lenovo,AMD Ryzen 7,4,512,macOS,Integrated,3.6,1167.88
Asus,AMD Ryzen 7,32,1024,macOS,Integrated,5.0,2479.81
HP,AMD Ryzen 5,16,256,Windows 10,AMD Radeon,4.6,1042.88
Acer,Intel i3,16,1024,Windows 10,AMD Radeon,4.8,1452.24
Lenovo,Intel i5,16,128,macOS,NVIDIA GTX 1650,3.6,1344.98
HP,AMD Ryzen 3,8,1024,macOS,NVIDIA GTX 1650,3.1,1777.16
Asus,Intel i3,16,1024,Windows 11,AMD Radeon,4.3,1592.99
Lenovo,Intel i7,8,512,Windows 10,NVIDIA RTX 3050,3.5,1489.16
Apple,AMD Ryzen 3,4,128,macOS,Integrated,3.5,1234.32
Asus,AMD Ryzen 5,8,256,Windows 10,NVIDIA RTX 3050,4.3,1139.13
Dell,Intel i7,16,1024,macOS,NVIDIA GTX 1650,4.8,2292.28
Apple,AMD Ryzen 7,32,128,macOS,Integrated,4.2,2070.24
MSI,Intel i5,4,1024,macOS,NVIDIA GTX 1650,3.1,1880.75
Lenovo,Intel i7,8,512,Windows 10,AMD Radeon,3.7,1156.42
Dell,AMD Ryzen 5,16,512,Windows 11,AMD Radeon,4.0,1319.21
HP,Intel i3,8,512,Windows 10,AMD Radeon,4.1,990.58
Asus,AMD Ryzen 3,16,256,macOS,NVIDIA GTX 1650,4.1,1265.15
HP,AMD Ryzen 5,4,512,Windows 11,Integrated,3.4,968.02
Apple,AMD Ryzen 3,32,1024,macOS,Integrated,3.4,2704.82
MSI,Intel i5,32,256,Windows 10,Integrated,3.1,1421.64
HP,Intel i5,8,256,macOS,AMD Radeon,4.4,1074.84
Dell,AMD Ryzen 7,4,256,Windows 10,Integrated,3.0,859.39
Acer,Intel i5,4,256,macOS,AMD Radeon,4.2,1023.55
Asus,Intel i5,4,128,Windows 11,AMD Radeon,4.8,647.67
Acer,Intel i7,4,1024,Windows 11,AMD Radeon,3.8,1551.5
MSI,AMD Ryzen 7,16,1024,Windows 11,NVIDIA GTX 1650,4.8,1851.78
Acer,AMD Ryzen 5,8,512,Windows 11,Integrated,3.6,1067.89
Dell,Intel i7,4,512,Windows 10,NVIDIA GTX 1650,3.1,1212.63
Asus,AMD Ryzen 3,32,128,Windows 11,Integrated,3.9,1144.37
Acer,AMD Ryzen 5,4,512,Windows 10,Integrated,4.3,1074.95
Lenovo,Intel i7,32,512,Windows 11,NVIDIA RTX 3050,4.2,2061.92
Apple,AMD Ryzen 3,16,128,Windows 10,NVIDIA RTX 3050,4.7,1470.06
Apple,Intel i7,16,128,macOS,AMD Radeon,3.2,1746.67
Apple,AMD Ryzen 5,8,256,Windows 10,NVIDIA RTX 3050,4.2,1543.74
Dell,AMD Ryzen 7,32,512,macOS,NVIDIA RTX 3050,3.8,2295.76
MSI,AMD Ryzen 3,32,1024,Windows 10,NVIDIA RTX 3050,4.2,2075.93
Lenovo,AMD Ryzen 5,32,1024,Windows 10,Integrated,3.4,1940.42
Lenovo,AMD Ryzen 7,16,1024,Windows 11,NVIDIA GTX 1650,4.7,1971.62
Lenovo,AMD Ryzen 3,8,512,macOS,Integrated,4.1,1227.14
Apple,Intel i5,16,1024,Windows 11,AMD Radeon,3.9,2146.86
MSI,Intel i3,16,128,Windows 11,AMD Radeon,4.9,859.36
Asus,Intel i3,32,1024,Windows 11,NVIDIA RTX 3050,3.3,2197.32
MSI,AMD Ryzen 3,4,256,macOS,AMD Radeon,4.6,935.75
MSI,AMD Ryzen 3,8,128,Windows 11,NVIDIA GTX 1650,3.6,757.22
Asus,Intel i5,8,256,macOS,NVIDIA GTX 1650,4.3,1321.26
Dell,Intel i7,32,512,macOS,NVIDIA RTX 3050,4.4,2460.82
Apple,Intel i5,8,128,Windows 11,NVIDIA RTX 3050,3.4,1441.97
Lenovo,Intel i7,8,256,Windows 11,NVIDIA RTX 3050,3.1,1345.18
Asus,AMD Ryzen 5,32,128,macOS,Integrated,4.1,1623.73
Dell,AMD Ryzen 3,8,512,Windows 10,AMD Radeon,4.4,858.56
Lenovo,AMD Ryzen 5,16,128,Windows 11,AMD Radeon,4.7,844.89
Acer,AMD Ryzen 7,16,512,Windows 10,AMD Radeon,3.2,1201.72
Apple,AMD Ryzen 7,4,512,Windows 11,Integrated,3.4,1508.07
HP,Intel i3,4,1024,Windows 11,AMD Radeon,3.4,1123.58
Lenovo,Intel i5,8,512,macOS,NVIDIA RTX 3050,4.7,1745.12
HP,Intel i3,4,1024,Windows 11,AMD Radeon,4.1,1406.62
Lenovo,Intel i7,32,128,Windows 11,NVIDIA RTX 3050,4.4,1766.21
Asus,Intel i5,16,1024,macOS,NVIDIA RTX 3050,3.9,2173.22
Acer,Intel i5,8,128,macOS,AMD Radeon,4.3,1046.61
Asus,Intel i3,4,512,Windows 11,Integrated,3.6,761.52
Apple,AMD Ryzen 7,8,256,Windows 11,AMD Radeon,3.2,1432.43
Acer,Intel i3,32,128,Windows 11,NVIDIA GTX 1650,4.1,1435.82
MSI,Intel i5,8,256,Windows 10,Integrated,3.9,884.51
HP,Intel i7,32,1024,Windows 11,NVIDIA RTX 3050,3.3,2333.57
Apple,AMD Ryzen 7,16,256,Windows 11,NVIDIA GTX 1650,4.3,1786.07
Asus,AMD Ryzen 5,16,128,Windows 10,NVIDIA RTX 3050,3.6,1234.67
Acer,Intel i7,8,1024,macOS,NVIDIA GTX 1650,4.8,2046.39
Asus,Intel i5,4,512,Windows 11,AMD Radeon,3.2,885.82
Dell,AMD Ryzen 5,8,128,Windows 11,NVIDIA RTX 3050,3.9,1161.8
Acer,AMD Ryzen 3,16,128,Windows 11,NVIDIA GTX 1650,3.1,988.78
Dell,AMD Ryzen 5,16,512,Windows 11,NVIDIA GTX 1650,3.0,1480.04
Lenovo,Intel i3,16,512,macOS,NVIDIA RTX 3050,3.5,1663.48
Dell,Intel i3,16,256,macOS,NVIDIA RTX 3050,3.7,1545.37
HP,AMD Ryzen 5,4,256,Windows 11,AMD Radeon,4.6,820.51
MSI,Intel i5,8,1024,Windows 11,Integrated,3.1,1464.09
HP,AMD Ryzen 5,8,256,Windows 10,Integrated,4.3,872.06
Apple,AMD Ryzen 3,8,1024,Windows 10,NVIDIA GTX 1650,4.3,1951.38
Acer,Intel i7,4,256,Windows 11,NVIDIA RTX 3050,4.6,1101.05
HP,AMD Ryzen 7,16,256,Windows 11,Integrated,4.8,1178.11
Apple,AMD Ryzen 5,32,512,Windows 11,NVIDIA RTX 3050,3.0,2241.2
Asus,Intel i5,8,512,Windows 11,Integrated,4.1,1190.06
HP,AMD Ryzen 5,8,1024,Windows 10,NVIDIA GTX 1650,3.8,1727.79
MSI,Intel i3,32,128,Windows 11,AMD Radeon,3.2,1068.87
Lenovo,AMD Ryzen 5,8,128,macOS,Integrated,4.3,1077.98
Asus,AMD Ryzen 5,4,256,macOS,NVIDIA GTX 1650,3.7,1318.56
Dell,Intel i5,8,1024,Windows 10,NVIDIA GTX 1650,3.7,1700.53
Apple,AMD Ryzen 5,8,256,Windows 10,NVIDIA GTX 1650,3.1,1534.86
Apple,AMD Ryzen 5,32,512,Windows 10,Integrated,3.6,2101.13
Dell,AMD Ryzen 5,32,128,Windows 11,Integrated,3.3,1289.01
Apple,AMD Ryzen 3,4,256,Windows 10,Integrated,3.0,1046.3
